,0,1,2
0,ENSMUSG00000031710,Ucp1,"uncoupling protein 1 (mitochondrial, proton carrier)"
0,ENSMUSG00000031711,Zfp330,zinc finger protein 330
0,ENSMUSG00000031712,Il15,interleukin 15
0,ENSMUSG00000031714,Gab1,growth factor receptor bound protein 2-associated protein 1
0,ENSMUSG00000031715,Smarca5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
0,ENSMUSG00000031722,Hp,haptoglobin
0,ENSMUSG00000031723,Txnl4b,thioredoxin-like 4B
0,ENSMUSG00000031725,Ces1f,carboxylesterase 1F
0,ENSMUSG00000031727,Pmfbp1,polyamine modulated factor 1 binding protein 1
0,ENSMUSG00000031728,Zfp821,zinc finger protein 821
0,ENSMUSG00000031729,Ist1,increased sodium tolerance 1 homolog (yeast)
0,ENSMUSG00000031730,Dhodh,dihydroorotate dehydrogenase
0,ENSMUSG00000031731,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit"
0,ENSMUSG00000031732,Phlpp2,PH domain and leucine rich repeat protein phosphatase 2
0,ENSMUSG00000031734,Irx3,Iroquois related homeobox 3
0,ENSMUSG00000031736,Crnde,colorectal neoplasia differentially expressed (non-protein coding)
0,ENSMUSG00000031737,Irx5,Iroquois homeobox 5
0,ENSMUSG00000031738,Irx6,Iroquois homeobox 6
0,ENSMUSG00000031740,Mmp2,matrix metallopeptidase 2
0,ENSMUSG00000031748,Gnao1,"guanine nucleotide binding protein, alpha O"
0,ENSMUSG00000031749,St3gal2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
0,ENSMUSG00000031750,Il34,interleukin 34
0,ENSMUSG00000031751,Amfr,autocrine motility factor receptor
0,ENSMUSG00000031753,Cog4,component of oligomeric golgi complex 4
0,ENSMUSG00000031754,Nudt21,nudix (nucleoside diphosphate linked moiety X)-type motif 21
0,ENSMUSG00000031755,Bbs2,Bardet-Biedl syndrome 2 (human)
0,ENSMUSG00000031756,Cenpn,centromere protein N
0,ENSMUSG00000031757,Mt4,metallothionein 4
0,ENSMUSG00000031758,Cdyl2,"chromodomain protein, Y chromosome-like 2"
0,ENSMUSG00000031760,Mt3,metallothionein 3
0,ENSMUSG00000031762,Mt2,metallothionein 2
0,ENSMUSG00000031765,Mt1,metallothionein 1
0,ENSMUSG00000031766,Slc12a3,"solute carrier family 12, member 3"
0,ENSMUSG00000031767,Nudt7,nudix (nucleoside diphosphate linked moiety X)-type motif 7
0,ENSMUSG00000031770,Herpud1,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
0,ENSMUSG00000031772,Cntnap4,contactin associated protein-like 4
0,ENSMUSG00000031774,Psme3ip1,proteasome activator subunit 3 interacting protein 1
0,ENSMUSG00000031775,Pllp,plasma membrane proteolipid
0,ENSMUSG00000031776,Arl2bp,ADP-ribosylation factor-like 2 binding protein
0,ENSMUSG00000031778,Cx3cl1,chemokine (C-X3-C motif) ligand 1
0,ENSMUSG00000031779,Ccl22,chemokine (C-C motif) ligand 22
0,ENSMUSG00000031780,Ccl17,chemokine (C-C motif) ligand 17
0,ENSMUSG00000031781,Ciapin1,cytokine induced apoptosis inhibitor 1
0,ENSMUSG00000031782,Coq9,coenzyme Q9
0,ENSMUSG00000031783,Polr2c,polymerase (RNA) II (DNA directed) polypeptide C
0,ENSMUSG00000031785,Adgrg1,adhesion G protein-coupled receptor G1
0,ENSMUSG00000031786,Drc7,dynein regulatory complex subunit 7
0,ENSMUSG00000031787,Katnb1,katanin p80 (WD40-containing) subunit B 1
0,ENSMUSG00000031788,Kifc3,kinesin family member C3
0,ENSMUSG00000031789,Cngb1,cyclic nucleotide gated channel beta 1
0,ENSMUSG00000031790,Mmp15,matrix metallopeptidase 15
0,ENSMUSG00000031791,Tmem38a,transmembrane protein 38A
0,ENSMUSG00000031792,Usb1,U6 snRNA biogenesis 1
0,ENSMUSG00000031796,Cfap20,cilia and flagella associated protein 20
0,ENSMUSG00000031799,Tpm4,tropomyosin 4
0,ENSMUSG00000031802,Phxr4,per-hexamer repeat gene 4
0,ENSMUSG00000031803,B3gnt3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
0,ENSMUSG00000031805,Jak3,Janus kinase 3
0,ENSMUSG00000031807,Pgls,6-phosphogluconolactonase
0,ENSMUSG00000031808,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1"
0,ENSMUSG00000031809,1700018B08Rik,RIKEN cDNA 1700018B08 gene
0,ENSMUSG00000031812,Map1lc3b,microtubule-associated protein 1 light chain 3 beta
0,ENSMUSG00000031813,Mvb12a,multivesicular body subunit 12A
0,ENSMUSG00000031816,Mthfsd,methenyltetrahydrofolate synthetase domain containing
0,ENSMUSG00000031818,Cox4i1,cytochrome c oxidase subunit 4I1
0,ENSMUSG00000031819,Emc8,ER membrane protein complex subunit 8
0,ENSMUSG00000031820,Babam1,BRISC and BRCA1 A complex member 1
0,ENSMUSG00000031821,Gins2,GINS complex subunit 2 (Psf2 homolog)
0,ENSMUSG00000031822,Gse1,"genetic suppressor element 1, coiled-coil protein"
0,ENSMUSG00000031823,Zdhhc7,"zinc finger, DHHC domain containing 7"
0,ENSMUSG00000031824,6430548M08Rik,RIKEN cDNA 6430548M08 gene
0,ENSMUSG00000031825,Crispld2,cysteine-rich secretory protein LCCL domain containing 2
0,ENSMUSG00000031826,Usp10,ubiquitin specific peptidase 10
0,ENSMUSG00000031827,Cotl1,coactosin-like 1 (Dictyostelium)
0,ENSMUSG00000031828,Klhl36,kelch-like 36
0,ENSMUSG00000031831,Dnaaf1,"dynein, axonemal assembly factor 1"
0,ENSMUSG00000031832,Taf1c,"TATA-box binding protein associated factor, RNA polymerase I, C"
0,ENSMUSG00000031833,Mast3,microtubule associated serine/threonine kinase 3
0,ENSMUSG00000031834,Pik3r2,phosphoinositide-3-kinase regulatory subunit 2
0,ENSMUSG00000031835,Mbtps1,"membrane-bound transcription factor peptidase, site 1"
0,ENSMUSG00000031837,Necab2,N-terminal EF-hand calcium binding protein 2
0,ENSMUSG00000031838,Ifi30,interferon gamma inducible protein 30
0,ENSMUSG00000031839,Hsbp1,heat shock factor binding protein 1
0,ENSMUSG00000031840,Rab3a,"RAB3A, member RAS oncogene family"
0,ENSMUSG00000031841,Cdh13,cadherin 13
0,ENSMUSG00000031842,Pde4c,"phosphodiesterase 4C, cAMP specific"
0,ENSMUSG00000031843,Mphosph6,M phase phosphoprotein 6
0,ENSMUSG00000031844,Hsd17b2,hydroxysteroid (17-beta) dehydrogenase 2
0,ENSMUSG00000031845,Bco1,beta-carotene oxygenase 1
0,ENSMUSG00000031847,1700030J22Rik,RIKEN cDNA 1700030J22 gene
0,ENSMUSG00000031848,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
0,ENSMUSG00000031849,Comp,cartilage oligomeric matrix protein
0,ENSMUSG00000031851,Ntpcr,"nucleoside-triphosphatase, cancer-related"
0,ENSMUSG00000031853,Map3k21,mitogen-activated protein kinase kinase kinase 21
0,ENSMUSG00000031858,Mau2,MAU2 sister chromatid cohesion factor
0,ENSMUSG00000031860,Pbx4,pre B cell leukemia homeobox 4
0,ENSMUSG00000031861,Lpar2,lysophosphatidic acid receptor 2
0,ENSMUSG00000031862,Atp13a1,ATPase type 13A1
0,ENSMUSG00000031864,Ints10,integrator complex subunit 10
0,ENSMUSG00000031865,Dctn1,dynactin 1
0,ENSMUSG00000031870,Pgr,progesterone receptor
0,ENSMUSG00000031871,Cdh5,cadherin 5
0,ENSMUSG00000031872,Bean1,"brain expressed, associated with Nedd4, 1"
0,ENSMUSG00000031875,Cmtm3,CKLF-like MARVEL transmembrane domain containing 3
0,ENSMUSG00000031876,Gm45711,no_name
0,ENSMUSG00000031877,Ces2g,carboxylesterase 2G
0,ENSMUSG00000031878,Nae1,NEDD8 activating enzyme E1 subunit 1
0,ENSMUSG00000031879,Ciao2b,cytosolic iron-sulfur assembly component 2B
0,ENSMUSG00000031880,Rrad,Ras-related associated with diabetes
0,ENSMUSG00000031881,Cdh16,cadherin 16
0,ENSMUSG00000031883,Car7,carbonic anhydrase 7
0,ENSMUSG00000031884,Ces2d-ps,"carboxylesterase 2D, pseudogene"
0,ENSMUSG00000031885,Cbfb,core binding factor beta
0,ENSMUSG00000031886,Ces2e,carboxylesterase 2E
0,ENSMUSG00000031887,Tradd,TNFRSF1A-associated via death domain
0,ENSMUSG00000031889,D230025D16Rik,RIKEN cDNA D230025D16 gene
0,ENSMUSG00000031891,Hsd11b2,hydroxysteroid 11-beta dehydrogenase 2
0,ENSMUSG00000031893,Tsnaxip1,translin-associated factor X (Tsnax) interacting protein 1
0,ENSMUSG00000031896,Ctrl,chymotrypsin-like
0,ENSMUSG00000031897,Psmb10,"proteasome (prosome, macropain) subunit, beta type 10"
0,ENSMUSG00000031898,Dpep3,dipeptidase 3
0,ENSMUSG00000031901,Dus2,dihydrouridine synthase 2
0,ENSMUSG00000031902,Nfatc3,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3"
0,ENSMUSG00000031903,Pla2g15,"phospholipase A2, group XV"
0,ENSMUSG00000031904,Slc7a6,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6"
0,ENSMUSG00000031906,Smpd3,"sphingomyelin phosphodiesterase 3, neutral"
0,ENSMUSG00000031907,Zfp90,zinc finger protein 90
0,ENSMUSG00000031910,Has3,hyaluronan synthase 3
0,ENSMUSG00000031913,Vps4a,vacuolar protein sorting 4A
0,ENSMUSG00000031916,Cog8,component of oligomeric golgi complex 8
0,ENSMUSG00000031917,Nip7,"NIP7, nucleolar pre-rRNA processing protein"
0,ENSMUSG00000031918,Mtmr2,myotubularin related protein 2
0,ENSMUSG00000031919,Tmed6,transmembrane p24 trafficking protein 6
0,ENSMUSG00000031921,Terf2,telomeric repeat binding factor 2
0,ENSMUSG00000031922,Cep57,centrosomal protein 57
0,ENSMUSG00000031924,Cyb5b,cytochrome b5 type B
0,ENSMUSG00000031925,Maml2,mastermind like transcriptional coactivator 2
0,ENSMUSG00000031927,1700012B09Rik,RIKEN cDNA 1700012B09 gene
0,ENSMUSG00000031928,Mre11a,"MRE11A homolog A, double strand break repair nuclease"
0,ENSMUSG00000031930,Wwp2,WW domain containing E3 ubiquitin protein ligase 2
0,ENSMUSG00000031931,Ankrd49,ankyrin repeat domain 49
0,ENSMUSG00000031932,Gpr83,G protein-coupled receptor 83
0,ENSMUSG00000031933,Izumo1r,"IZUMO1 receptor, JUNO"
0,ENSMUSG00000031934,Panx1,pannexin 1
0,ENSMUSG00000031935,Med17,mediator complex subunit 17
0,ENSMUSG00000031936,Hephl1,hephaestin-like 1
0,ENSMUSG00000031937,Vstm5,V-set and transmembrane domain containing 5
0,ENSMUSG00000031938,4931406C07Rik,RIKEN cDNA 4931406C07 gene
0,ENSMUSG00000031939,Taf1d,"TATA-box binding protein associated factor, RNA polymerase I, D"
0,ENSMUSG00000031948,Kars,lysyl-tRNA synthetase
0,ENSMUSG00000031949,Adat1,"adenosine deaminase, tRNA-specific 1"
0,ENSMUSG00000031950,Gabarapl2,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2
0,ENSMUSG00000031951,Tmem231,transmembrane protein 231
0,ENSMUSG00000031952,Chst5,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5
0,ENSMUSG00000031953,Tmem170,transmembrane protein 170
0,ENSMUSG00000031954,Cfdp1,craniofacial development protein 1
0,ENSMUSG00000031955,Bcar1,breast cancer anti-estrogen resistance 1
0,ENSMUSG00000031957,Ctrb1,chymotrypsinogen B1
0,ENSMUSG00000031958,Ldhd,lactate dehydrogenase D
0,ENSMUSG00000031959,Wdr59,WD repeat domain 59
0,ENSMUSG00000031960,Aars,alanyl-tRNA synthetase
0,ENSMUSG00000031962,Cdh15,cadherin 15
0,ENSMUSG00000031963,Bmper,BMP-binding endothelial regulator
0,ENSMUSG00000031965,Tbx20,T-box 20
0,ENSMUSG00000031966,Glb1l3,"galactosidase, beta 1 like 3"
0,ENSMUSG00000031967,Afg3l1,AFG3-like AAA ATPase 1
0,ENSMUSG00000031969,Acad8,"acyl-Coenzyme A dehydrogenase family, member 8"
0,ENSMUSG00000031970,Dbndd1,dysbindin (dystrobrevin binding protein 1) domain containing 1
0,ENSMUSG00000031971,Ccsap,"centriole, cilia and spindle associated protein"
0,ENSMUSG00000031972,Acta1,"actin, alpha 1, skeletal muscle"
0,ENSMUSG00000031974,Abcb10,"ATP-binding cassette, sub-family B (MDR/TAP), member 10"
0,ENSMUSG00000031976,Urb2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
0,ENSMUSG00000031979,Cog2,component of oligomeric golgi complex 2
0,ENSMUSG00000031980,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
0,ENSMUSG00000031981,Capn9,calpain 9
0,ENSMUSG00000031982,Arv1,"ARV1 homolog, fatty acid homeostasis modulator"
0,ENSMUSG00000031983,2310022B05Rik,RIKEN cDNA 2310022B05 gene
0,ENSMUSG00000031984,2810004N23Rik,RIKEN cDNA 2810004N23 gene
0,ENSMUSG00000031985,Gnpat,glyceronephosphate O-acyltransferase
0,ENSMUSG00000031986,Sprtn,SprT-like N-terminal domain
0,ENSMUSG00000031987,Egln1,egl-9 family hypoxia-inducible factor 1
0,ENSMUSG00000031988,Vps26b,VPS26 retromer complex component B
0,ENSMUSG00000031990,Jam3,junction adhesion molecule 3
0,ENSMUSG00000031991,Spata19,spermatogenesis associated 19
0,ENSMUSG00000031993,Snx19,sorting nexin 19
0,ENSMUSG00000031994,Adamts8,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8"
0,ENSMUSG00000031995,St14,suppression of tumorigenicity 14 (colon carcinoma)
0,ENSMUSG00000031996,Aplp2,amyloid beta (A4) precursor-like protein 2
0,ENSMUSG00000031997,Trpc6,"transient receptor potential cation channel, subfamily C, member 6"
0,ENSMUSG00000031998,1700128F08Rik,U1-snRNP binding protein homolog pseudogene
0,ENSMUSG00000032000,Birc3,baculoviral IAP repeat-containing 3
0,ENSMUSG00000032002,Dcun1d5,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)"
0,ENSMUSG00000032006,Pdgfd,"platelet-derived growth factor, D polypeptide"
0,ENSMUSG00000032009,Sesn3,sestrin 3
0,ENSMUSG00000032010,Usp2,ubiquitin specific peptidase 2
0,ENSMUSG00000032011,Thy1,"thymus cell antigen 1, theta"
0,ENSMUSG00000032012,Nectin1,nectin cell adhesion molecule 1
0,ENSMUSG00000032013,Trim29,tripartite motif-containing 29
0,ENSMUSG00000032014,Oaf,out at first homolog
0,ENSMUSG00000032015,Pou2f3,"POU domain, class 2, transcription factor 3"
0,ENSMUSG00000032017,Grik4,"glutamate receptor, ionotropic, kainate 4"
0,ENSMUSG00000032018,Sc5d,sterol-C5-desaturase
0,ENSMUSG00000032020,Ubash3b,"ubiquitin associated and SH3 domain containing, B"
0,ENSMUSG00000032021,Crtam,cytotoxic and regulatory T cell molecule
0,ENSMUSG00000032023,Jhy,junctional cadherin complex regulator
0,ENSMUSG00000032024,Clmp,CXADR-like membrane protein
0,ENSMUSG00000032026,Rexo2,RNA exonuclease 2
0,ENSMUSG00000032028,Nxpe2,"neurexophilin and PC-esterase domain family, member 2"
0,ENSMUSG00000032030,Cul5,cullin 5
0,ENSMUSG00000032033,Barx2,BarH-like homeobox 2
0,ENSMUSG00000032034,Kcnj5,"potassium inwardly-rectifying channel, subfamily J, member 5"
0,ENSMUSG00000032035,Ets1,"E26 avian leukemia oncogene 1, 5' domain"
0,ENSMUSG00000032036,Kirrel3,kirre like nephrin family adhesion molecule 3
0,ENSMUSG00000032038,St3gal4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
0,ENSMUSG00000032040,Dcps,"decapping enzyme, scavenger"
0,ENSMUSG00000032041,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
0,ENSMUSG00000032042,Srpr,signal recognition particle receptor ('docking protein')
0,ENSMUSG00000032044,Rpusd4,RNA pseudouridylate synthase domain containing 4
0,ENSMUSG00000032046,Abhd12,abhydrolase domain containing 12
0,ENSMUSG00000032047,Acat1,acetyl-Coenzyme A acetyltransferase 1
0,ENSMUSG00000032048,4930510E17Rik,RIKEN cDNA 4930510E17 gene
0,ENSMUSG00000032050,Rdx,radixin
0,ENSMUSG00000032051,Fdx1,ferredoxin 1
0,ENSMUSG00000032053,Pou2af1,"POU domain, class 2, associating factor 1"
0,ENSMUSG00000032056,Btg4,BTG anti-proliferation factor 4
0,ENSMUSG00000032057,Hoatz,HOATZ cilia and flagella associated protein
0,ENSMUSG00000032058,Ppp2r1b,"protein phosphatase 2, regulatory subunit A, beta"
0,ENSMUSG00000032059,Alg9,"asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)"
0,ENSMUSG00000032060,Cryab,"crystallin, alpha B"
0,ENSMUSG00000032062,2310030G06Rik,RIKEN cDNA 2310030G06 gene
0,ENSMUSG00000032064,Dixdc1,DIX domain containing 1
0,ENSMUSG00000032065,Tex12,testis expressed 12
0,ENSMUSG00000032066,Bco2,beta-carotene oxygenase 2
0,ENSMUSG00000032067,Pts,6-pyruvoyl-tetrahydropterin synthase
0,ENSMUSG00000032068,Plet1,placenta expressed transcript 1
0,ENSMUSG00000032076,Cadm1,cell adhesion molecule 1
0,ENSMUSG00000032077,Bud13,BUD13 homolog
0,ENSMUSG00000032078,Zpr1,ZPR1 zinc finger
0,ENSMUSG00000032079,Apoa5,apolipoprotein A-V
0,ENSMUSG00000032080,Apoa4,apolipoprotein A-IV
0,ENSMUSG00000032081,Apoc3,apolipoprotein C-III
0,ENSMUSG00000032083,Apoa1,apolipoprotein A-I
0,ENSMUSG00000032085,Tagln,transgelin
0,ENSMUSG00000032086,Bace1,beta-site APP cleaving enzyme 1
0,ENSMUSG00000032087,Dscaml1,DS cell adhesion molecule like 1
0,ENSMUSG00000032089,Il10ra,"interleukin 10 receptor, alpha"
0,ENSMUSG00000032091,Tmprss4,"transmembrane protease, serine 4"
0,ENSMUSG00000032092,Mpzl2,myelin protein zero-like 2
0,ENSMUSG00000032093,Cd3e,"CD3 antigen, epsilon polypeptide"
0,ENSMUSG00000032094,Cd3d,"CD3 antigen, delta polypeptide"
0,ENSMUSG00000032096,Arcn1,archain 1
0,ENSMUSG00000032097,Ddx6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6
0,ENSMUSG00000032098,Treh,trehalase (brush-border membrane glycoprotein)
0,ENSMUSG00000032099,Pate4,prostate and testis expressed 4
0,ENSMUSG00000032101,Ddx25,DEAD box helicase 25
0,ENSMUSG00000032103,Pus3,pseudouridine synthase 3
0,ENSMUSG00000032105,Pdzd3,PDZ domain containing 3
0,ENSMUSG00000032108,Pate6,prostate and testis expressed 6
0,ENSMUSG00000032109,Nlrx1,NLR family member X1
0,ENSMUSG00000032110,Acrv1,acrosomal vesicle protein 1
0,ENSMUSG00000032112,Trappc4,trafficking protein particle complex 4
0,ENSMUSG00000032113,Chek1,checkpoint kinase 1
0,ENSMUSG00000032114,Slc37a4,"solute carrier family 37 (glucose-6-phosphate transporter), member 4"
0,ENSMUSG00000032115,Hyou1,hypoxia up-regulated 1
0,ENSMUSG00000032116,Stt3a,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
0,ENSMUSG00000032118,Fez1,fasciculation and elongation protein zeta 1 (zygin I)
0,ENSMUSG00000032119,Hinfp,histone H4 transcription factor
0,ENSMUSG00000032120,C2cd2l,C2 calcium-dependent domain containing 2-like
0,ENSMUSG00000032121,Tmem218,transmembrane protein 218
0,ENSMUSG00000032122,Slc37a2,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
0,ENSMUSG00000032123,Dpagt1,dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
0,ENSMUSG00000032125,Robo4,roundabout guidance receptor 4
0,ENSMUSG00000032126,Hmbs,hydroxymethylbilane synthase
0,ENSMUSG00000032127,Vps11,"VPS11, CORVET/HOPS core subunit"
0,ENSMUSG00000032128,Robo3,roundabout guidance receptor 3
0,ENSMUSG00000032131,Abcg4,ATP binding cassette subfamily G member 4
0,ENSMUSG00000032135,Mcam,melanoma cell adhesion molecule
0,ENSMUSG00000032171,Pin1,protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1
0,ENSMUSG00000032172,Olfm2,olfactomedin 2
0,ENSMUSG00000032174,Icam5,"intercellular adhesion molecule 5, telencephalin"
0,ENSMUSG00000032175,Tyk2,tyrosine kinase 2
0,ENSMUSG00000032177,Pde4a,"phosphodiesterase 4A, cAMP specific"
0,ENSMUSG00000032178,Ilf3,interleukin enhancer binding factor 3
0,ENSMUSG00000032179,Bmp5,bone morphogenetic protein 5
0,ENSMUSG00000032180,Tmed1,transmembrane p24 trafficking protein 1
0,ENSMUSG00000032181,Scg3,secretogranin III
0,ENSMUSG00000032182,Yipf2,"Yip1 domain family, member 2"
0,ENSMUSG00000032184,Lysmd2,"LysM, putative peptidoglycan-binding, domain containing 2"
0,ENSMUSG00000032185,Carm1,coactivator-associated arginine methyltransferase 1
0,ENSMUSG00000032186,Tmod2,tropomodulin 2
0,ENSMUSG00000032187,Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
0,ENSMUSG00000032191,Bcl2l10,Bcl2-like 10
0,ENSMUSG00000032192,Gnb5,"guanine nucleotide binding protein (G protein), beta 5"
0,ENSMUSG00000032193,Ldlr,low density lipoprotein receptor
0,ENSMUSG00000032194,Kank2,KN motif and ankyrin repeat domains 2
0,ENSMUSG00000032198,Dock6,dedicator of cytokinesis 6
0,ENSMUSG00000032199,Polr2m,polymerase (RNA) II (DNA directed) polypeptide M
0,ENSMUSG00000032202,Rab27a,"RAB27A, member RAS oncogene family"
0,ENSMUSG00000032204,Aqp9,aquaporin 9
0,ENSMUSG00000032207,Lipc,"lipase, hepatic"
0,ENSMUSG00000032212,Sltm,"SAFB-like, transcription modulator"
0,ENSMUSG00000032215,Rsl24d1,ribosomal L24 domain containing 1
0,ENSMUSG00000032216,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4"
0,ENSMUSG00000032217,Rnf111,ring finger 111
0,ENSMUSG00000032218,Ccnb2,cyclin B2
0,ENSMUSG00000032220,Myo1e,myosin IE
0,ENSMUSG00000032221,Mns1,meiosis-specific nuclear structural protein 1
0,ENSMUSG00000032224,Fam81a,"family with sequence similarity 81, member A"
0,ENSMUSG00000032226,Gcnt3,"glucosaminyl (N-acetyl) transferase 3, mucin type"
0,ENSMUSG00000032228,Tcf12,transcription factor 12
0,ENSMUSG00000032231,Anxa2,annexin A2
0,ENSMUSG00000032232,Cgnl1,cingulin-like 1
0,ENSMUSG00000032235,Ice2,interactor of little elongation complex ELL subunit 2
0,ENSMUSG00000032238,Rora,RAR-related orphan receptor alpha
0,ENSMUSG00000032239,Rp9,retinitis pigmentosa 9 (human)
0,ENSMUSG00000032243,Itga11,integrin alpha 11
0,ENSMUSG00000032244,Fem1b,fem 1 homolog b
0,ENSMUSG00000032245,Cln6,"ceroid-lipofuscinosis, neuronal 6"
0,ENSMUSG00000032246,Calml4,calmodulin-like 4
0,ENSMUSG00000032249,Anp32a,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"
0,ENSMUSG00000032251,Irak1bp1,interleukin-1 receptor-associated kinase 1 binding protein 1
0,ENSMUSG00000032252,Glce,glucuronyl C5-epimerase
0,ENSMUSG00000032253,Phip,pleckstrin homology domain interacting protein
0,ENSMUSG00000032254,Kif23,kinesin family member 23
0,ENSMUSG00000032257,Ankk1,ankyrin repeat and kinase domain containing 1
0,ENSMUSG00000032258,Lca5,Leber congenital amaurosis 5 (human)
0,ENSMUSG00000032259,Drd2,dopamine receptor D2
0,ENSMUSG00000032261,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2
0,ENSMUSG00000032262,Elovl4,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4"
0,ENSMUSG00000032263,Bckdhb,"branched chain ketoacid dehydrogenase E1, beta polypeptide"
0,ENSMUSG00000032264,Zw10,zw10 kinetochore protein
0,ENSMUSG00000032265,Tent5a,terminal nucleotidyltransferase 5A
0,ENSMUSG00000032267,Usp28,ubiquitin specific peptidase 28
0,ENSMUSG00000032268,Tmprss5,"transmembrane protease, serine 5 (spinesin)"
0,ENSMUSG00000032269,Htr3a,5-hydroxytryptamine (serotonin) receptor 3A
0,ENSMUSG00000032271,Nnmt,nicotinamide N-methyltransferase
0,ENSMUSG00000032274,Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1"
0,ENSMUSG00000032278,Paqr5,progestin and adipoQ receptor family member V
0,ENSMUSG00000032279,Idh3a,isocitrate dehydrogenase 3 (NAD+) alpha
0,ENSMUSG00000032280,Tle3,transducin-like enhancer of split 3
0,ENSMUSG00000032281,Acsbg1,acyl-CoA synthetase bubblegum family member 1
0,ENSMUSG00000032285,Dnaja4,DnaJ heat shock protein family (Hsp40) member A4
0,ENSMUSG00000032288,Imp3,"IMP3, U3 small nucleolar ribonucleoprotein"
0,ENSMUSG00000032289,Thsd4,"thrombospondin, type I, domain containing 4"
0,ENSMUSG00000032290,Ptpn9,"protein tyrosine phosphatase, non-receptor type 9"
0,ENSMUSG00000032291,Crabp1,cellular retinoic acid binding protein I
0,ENSMUSG00000032292,Nr2e3,"nuclear receptor subfamily 2, group E, member 3"
0,ENSMUSG00000032293,Ireb2,iron responsive element binding protein 2
0,ENSMUSG00000032294,Pkm,"pyruvate kinase, muscle"
0,ENSMUSG00000032295,Man2c1,"mannosidase, alpha, class 2C, member 1"
0,ENSMUSG00000032297,Celf6,"CUGBP, Elav-like family member 6"
0,ENSMUSG00000032298,Neil1,nei endonuclease VIII-like 1 (E. coli)
0,ENSMUSG00000032299,Commd4,COMM domain containing 4
0,ENSMUSG00000032300,1700017B05Rik,RIKEN cDNA 1700017B05 gene
0,ENSMUSG00000032301,Psma4,proteasome subunit alpha 4
0,ENSMUSG00000032303,Chrna3,"cholinergic receptor, nicotinic, alpha polypeptide 3"
0,ENSMUSG00000032305,Fam219b,"family with sequence similarity 219, member B"
0,ENSMUSG00000032306,Mpi,mannose phosphate isomerase
0,ENSMUSG00000032307,Ube2q2,ubiquitin-conjugating enzyme E2Q family member 2
0,ENSMUSG00000032308,Ulk3,unc-51-like kinase 3
0,ENSMUSG00000032309,Fbxo22,F-box protein 22
0,ENSMUSG00000032310,Cyp1a2,"cytochrome P450, family 1, subfamily a, polypeptide 2"
0,ENSMUSG00000032311,Nrg4,neuregulin 4
0,ENSMUSG00000032312,Csk,c-src tyrosine kinase
0,ENSMUSG00000032313,Tmem266,transmembrane protein 266
0,ENSMUSG00000032314,Etfa,"electron transferring flavoprotein, alpha polypeptide"
0,ENSMUSG00000032315,Cyp1a1,"cytochrome P450, family 1, subfamily a, polypeptide 1"
0,ENSMUSG00000032316,Clk3,CDC-like kinase 3
0,ENSMUSG00000032318,Isl2,insulin related protein 2 (islet 2)
0,ENSMUSG00000032320,Rcn2,reticulocalbin 2
0,ENSMUSG00000032322,Pstpip1,proline-serine-threonine phosphatase-interacting protein 1
0,ENSMUSG00000032323,Cyp11a1,"cytochrome P450, family 11, subfamily a, polypeptide 1"
0,ENSMUSG00000032324,Tspan3,tetraspanin 3
0,ENSMUSG00000032327,Stra6,stimulated by retinoic acid gene 6
0,ENSMUSG00000032328,Tmem30a,transmembrane protein 30A
0,ENSMUSG00000032329,Hmg20a,high mobility group 20A
0,ENSMUSG00000032330,Cox7a2,cytochrome c oxidase subunit 7A2
